"Tarih","Simdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"14.07.2009","46.483,71","47.688,88","47.859,47","46.333,38","-","-0,96%"
"13.07.2009","46.935,23","46.165,42","47.263,22","45.932,25","-","0,67%"
"10.07.2009","46.622,68","46.817,23","47.225,67","46.204,08","-","-0,38%"
"09.07.2009","46.800,88","47.268,72","47.635,93","46.770,45","-","-0,40%"
"08.07.2009","46.989,20","46.444,54","47.072,98","46.385,03","-","-0,11%"
"07.07.2009","47.043,23","46.609,32","47.220,25","46.341,10","-","1,32%"
"06.07.2009","46.432,15","46.158,70","46.432,15","45.734,85","-","-0,02%"
"03.07.2009","46.443,08","47.017,89","47.203,72","46.316,11","-","-0,88%"
"02.07.2009","46.853,96","47.081,56","47.636,24","46.647,73","-","-0,42%"
"01.07.2009","47.050,95","46.567,84","47.145,03","46.543,48","-","0,75%"
"30.06.2009","46.698,59","47.082,64","47.647,98","46.436,65","-","0,32%"
"29.06.2009","46.550,13","46.149,11","47.722,21","46.149,11","-","0,37%"
"26.06.2009","46.378,21","46.098,13","46.987,95","46.093,47","-","1,25%"
"25.06.2009","45.804,47","44.970,71","45.804,47","44.903,42","-","2,01%"
"24.06.2009","44.902,11","44.035,44","44.982,47","43.823,18","-","2,64%"
"23.06.2009","43.747,79","43.815,51","43.956,13","43.415,13","-","-1,50%"
"22.06.2009","44.415,11","45.022,67","45.306,08","44.251,49","-","-1,45%"
"19.06.2009","45.069,70","44.417,50","45.365,44","44.205,74","-","0,31%"
"18.06.2009","44.932,34","43.615,04","44.932,34","43.354,12","-","3,58%"
"17.06.2009","43.379,72","43.348,47","43.763,68","43.189,32","-","0,19%"
"16.06.2009","43.299,20","43.281,71","43.668,21","43.064,86","-","-0,62%"
"15.06.2009","43.569,04","43.615,50","43.873,24","43.300,24","-","-0,41%"
"12.06.2009","43.749,87","43.675,41","44.060,68","43.440,19","-","0,23%"
"11.06.2009","43.647,56","43.234,92","43.727,29","42.935,03","-","1,04%"
"10.06.2009","43.196,49","42.928,55","43.409,79","42.852,35","-","1,85%"
"09.06.2009","42.412,10","42.664,03","42.725,76","41.726,23","-","0,34%"
"08.06.2009","42.269,28","43.383,95","43.383,95","42.062,48","-","-3,35%"
"05.06.2009","43.732,21","43.692,25","44.120,63","43.020,22","-","1,36%"
"04.06.2009","43.144,36","44.074,69","44.090,34","42.844,01","-","-2,05%"
"03.06.2009","44.046,74","45.272,74","45.400,75","43.870,26","-","-2,45%"
"02.06.2009","45.152,40","45.668,34","45.883,23","44.992,75","-","-1,17%"
"01.06.2009","45.687,15","45.477,47","45.705,25","44.786,56","-","2,88%"
"29.05.2009","44.409,46","44.889,89","45.227,66","44.158,71","-","0,04%"
"28.05.2009","44.392,62","44.175,43","44.656,19","44.005,07","-","-0,56%"
"27.05.2009","44.643,36","44.972,39","45.227,73","44.210,11","-","0,70%"
"26.05.2009","44.333,82","45.145,95","45.526,96","43.737,88","-","-1,68%"
"25.05.2009","45.090,36","44.845,67","45.167,30","44.224,58","-","0,91%"
"22.05.2009","44.685,49","44.369,96","45.006,50","44.263,45","-","0,81%"
"21.05.2009","44.325,65","44.499,01","45.163,14","44.050,86","-","-0,98%"
"20.05.2009","44.765,47","43.506,69","44.911,54","43.025,81","-","4,78%"
"18.05.2009","42.722,35","41.766,78","42.722,35","41.495,07","-","0,47%"
"15.05.2009","42.523,53","42.717,67","42.957,63","41.733,85","-","1,04%"
"14.05.2009","42.087,09","41.384,30","42.119,73","40.922,17","-","1,08%"
"13.05.2009","41.637,51","42.595,89","42.918,89","41.337,76","-","-0,61%"
"12.05.2009","41.892,25","40.654,99","42.509,22","40.654,99","-","2,66%"
"11.05.2009","40.805,14","42.083,23","42.122,45","40.583,83","-","-2,43%"
"08.05.2009","41.823,50","42.656,31","42.656,31","40.861,66","-","-0,46%"
"07.05.2009","42.018,25","43.775,30","44.506,67","41.888,00","-","-2,20%"
"06.05.2009","42.965,23","41.865,08","43.164,02","41.445,85","-","2,20%"
"05.05.2009","42.040,41","41.472,11","42.499,48","41.197,20","-","2,69%"
"04.05.2009","40.937,18","40.849,51","41.383,04","40.417,48","-","1,36%"
"30.04.2009","40.389,66","39.733,57","40.650,27","39.733,57","-","3,27%"
"29.04.2009","39.112,41","37.417,96","39.171,52","37.417,96","-","5,68%"
"28.04.2009","37.011,19","37.301,81","37.612,15","36.734,37","-","-1,58%"
"27.04.2009","37.603,52","37.369,43","37.935,84","37.131,53","-","-0,61%"
"24.04.2009","37.833,97","37.079,63","37.914,71","36.948,29","-","2,54%"
"22.04.2009","36.897,22","36.818,34","37.358,63","36.617,28","-","0,81%"
"21.04.2009","36.600,44","36.354,07","36.685,59","35.787,70","-","0,50%"
"20.04.2009","36.417,14","37.644,55","38.133,61","36.241,19","-","-3,45%"
"17.04.2009","37.718,92","37.911,46","38.346,92","37.572,90","-","-0,29%"
"16.04.2009","37.830,40","36.583,92","37.850,70","36.583,92","-","4,55%"
"15.04.2009","36.182,75","35.499,04","36.323,97","35.423,45","-","0,51%"
"14.04.2009","35.997,92","36.436,17","37.032,65","35.732,70","-","-1,19%"
"13.04.2009","36.431,07","36.877,07","37.326,37","36.336,41","-","-1,40%"
"10.04.2009","36.948,86","36.731,63","37.053,93","36.310,18","-","0,92%"
"09.04.2009","36.610,69","35.977,78","36.641,72","35.398,37","-","3,42%"
"08.04.2009","35.398,55","33.260,17","35.398,55","33.073,00","-","5,33%"
"07.04.2009","33.608,69","34.077,74","34.249,38","33.443,73","-","-1,18%"
"06.04.2009","34.010,78","34.553,53","34.843,41","33.851,51","-","0,01%"
"03.04.2009","34.006,05","34.167,10","34.759,20","33.789,66","-","-0,54%"
"02.04.2009","34.192,38","33.855,55","34.209,57","33.665,03","-","3,58%"
"01.04.2009","33.011,96","32.583,44","33.104,61","32.524,04","-","0,60%"
"31.03.2009","32.814,68","32.238,06","32.814,68","32.053,13","-","2,25%"
"30.03.2009","32.091,67","32.015,44","32.221,23","31.740,20","-","-2,36%"
"27.03.2009","32.868,70","32.634,45","32.868,70","32.423,28","-","1,24%"
"26.03.2009","32.466,70","32.917,74","32.977,76","32.418,30","-","-0,60%"
"25.03.2009","32.661,71","31.895,37","32.680,20","31.796,46","-","2,21%"
"24.03.2009","31.955,07","32.462,35","32.700,93","31.788,51","-","0,35%"
"23.03.2009","31.844,89","31.123,14","31.844,89","31.123,14","-","4,15%"
"20.03.2009","30.575,37","30.284,09","30.652,52","30.194,48","-","0,30%"
"19.03.2009","30.485,23","30.067,49","30.687,16","29.927,58","-","2,27%"
"18.03.2009","29.807,85","30.093,50","30.149,80","29.493,82","-","0,13%"
"17.03.2009","29.769,27","30.001,13","30.001,13","29.557,20","-","-0,91%"
"16.03.2009","30.043,31","30.250,30","30.434,79","29.863,94","-","-0,10%"
"13.03.2009","30.073,60","30.510,85","30.696,12","29.987,03","-","0,16%"
"12.03.2009","30.025,87","29.312,22","30.025,87","28.608,53","-","1,43%"
"11.03.2009","29.602,43","29.981,78","30.170,05","29.483,78","-","-0,15%"
"10.03.2009","29.647,93","29.368,69","29.763,20","29.080,25","-","1,24%"
"09.03.2009","29.285,72","29.602,93","29.755,39","28.735,04","-","-0,85%"
"06.03.2009","29.537,40","29.038,27","29.537,40","28.846,51","-","0,85%"
"05.03.2009","29.289,15","30.595,65","30.596,22","29.110,66","-","-4,11%"
"04.03.2009","30.543,46","30.566,54","30.662,32","30.185,75","-","0,78%"
"03.03.2009","30.307,75","30.003,04","30.343,36","29.913,56","-","0,14%"
"02.03.2009","30.264,53","30.228,60","30.343,23","29.846,45","-","-1,39%"
"27.02.2009","30.691,34","30.748,32","30.828,24","30.193,29","-","-0,79%"
"26.02.2009","30.934,62","31.098,46","31.219,07","30.748,50","-","-0,12%"
"25.02.2009","30.970,89","31.381,79","31.503,82","30.859,35","-","0,55%"
"24.02.2009","30.802,36","30.147,07","30.881,05","30.016,44","-","0,19%"
"23.02.2009","30.744,01","30.770,90","31.033,86","30.470,80","-","1,82%"
"20.02.2009","30.193,69","30.694,17","30.758,86","29.991,96","-","-3,65%"
"19.02.2009","31.337,80","30.905,33","31.490,50","30.761,32","-","2,67%"
"18.02.2009","30.522,77","30.690,19","30.898,23","29.554,16","-","-0,02%"
"17.02.2009","30.529,24","31.573,09","31.652,30","30.330,89","-","-4,43%"
"16.02.2009","31.943,23","32.021,96","32.152,54","31.625,42","-","-1,12%"
"13.02.2009","32.306,52","32.686,49","32.850,37","31.929,52","-","0,68%"
"12.02.2009","32.089,72","32.715,50","33.018,92","31.931,51","-","-1,66%"
"11.02.2009","32.631,26","32.772,52","32.825,45","32.113,16","-","-2,57%"
"10.02.2009","33.493,38","34.771,79","34.893,83","33.437,52","-","-4,40%"
"09.02.2009","35.033,43","34.695,50","35.189,49","34.687,77","-","1,20%"
"06.02.2009","34.616,57","33.838,26","34.721,01","33.838,26","-","3,82%"
"05.02.2009","33.344,30","33.443,04","33.700,45","33.211,73","-","-1,54%"
"04.02.2009","33.867,34","33.600,11","34.106,18","33.440,03","-","2,04%"
"03.02.2009","33.189,63","32.900,80","33.465,63","32.847,65","-","1,78%"
"02.02.2009","32.607,74","32.989,71","33.208,15","32.569,18","-","-2,67%"
"30.01.2009","33.503,02","33.182,02","33.777,69","32.957,54","-","-0,81%"
"29.01.2009","33.777,56","34.468,97","34.468,97","33.541,60","-","-2,15%"
"28.01.2009","34.518,77","33.835,29","34.546,52","33.835,29","-","4,01%"
"27.01.2009","33.186,78","33.599,89","33.905,20","32.787,45","-","-1,00%"
"26.01.2009","33.523,43","32.025,60","33.523,43","31.967,15","-","5,08%"
"23.01.2009","31.901,75","31.644,33","32.009,26","31.300,64","-","0,37%"
"22.01.2009","31.782,59","32.551,00","32.693,00","31.581,85","-","-0,35%"
"21.01.2009","31.895,68","31.268,65","31.907,03","30.983,28","-","0,01%"
"20.01.2009","31.892,12","32.167,37","32.861,79","31.788,10","-","-1,48%"
"19.01.2009","32.372,73","33.520,36","33.546,26","32.126,29","-","-2,51%"
"16.01.2009","33.204,66","33.461,44","33.709,73","33.051,32","-","2,41%"
"15.01.2009","32.422,56","32.130,07","33.122,58","32.107,65","-","0,11%"
"14.01.2009","32.388,26","34.084,02","34.204,41","32.340,94","-","-4,12%"
"13.01.2009","33.778,74","32.791,77","33.880,73","32.513,31","-","1,68%"
"12.01.2009","33.221,54","34.006,23","34.006,23","33.071,27","-","-3,33%"
"09.01.2009","34.364,67","34.428,42","35.248,64","34.158,75","-","0,81%"
"08.01.2009","34.089,45","35.494,97","35.643,17","33.960,52","-","-6,14%"
"07.01.2009","36.319,36","37.399,17","37.428,41","36.121,81","-","-3,11%"
"06.01.2009","37.484,13","36.573,87","37.553,01","36.547,51","-","2,63%"
"05.01.2009","36.522,08","35.939,55","36.671,91","35.939,55","-","3,98%"
"02.01.2009","35.125,27","35.385,41","35.636,83","35.041,47","-","0,35%"
"31.12.2008","35.001,85","34.620,47","35.573,26","34.039,28","-","1,86%"
"30.12.2008","34.363,30","34.567,15","34.766,06","34.363,30","-","-0,34%"
"29.12.2008","34.479,03","34.613,21","35.060,49","34.352,70","-","-0,40%"
"26.12.2008","34.618,79","34.134,21","34.761,75","34.101,23","-","1,72%"
"25.12.2008","34.032,30","34.037,97","34.145,28","33.819,98","-","-0,00%"
"24.12.2008","34.032,85","34.306,71","34.527,69","33.907,99","-","-1,12%"
"23.12.2008","34.418,88","34.108,91","34.532,44","34.065,93","-","0,42%"
"22.12.2008","34.275,12","34.267,30","34.460,67","33.952,71","-","0,12%"
"19.12.2008","34.235,19","34.548,10","35.099,24","33.929,74","-","-0,73%"
"18.12.2008","34.487,94","34.902,96","35.176,51","34.374,60","-","-1,24%"
"17.12.2008","34.921,62","35.177,45","35.311,67","34.408,14","-","1,70%"
"16.12.2008","34.338,43","33.138,43","34.338,43","33.046,01","-","3,19%"
"15.12.2008","33.277,93","32.939,42","33.842,07","32.709,07","-","3,20%"
"12.12.2008","32.245,98","30.731,18","32.308,82","30.731,18","-","5,01%"
"05.12.2008","30.706,42","31.587,68","31.609,99","30.495,71","-","-3,12%"
"04.12.2008","31.695,07","31.062,64","31.830,66","31.062,64","-","3,53%"
"03.12.2008","30.615,75","31.445,62","31.659,73","30.471,24","-","-2,18%"
"02.12.2008","31.296,56","29.828,09","31.625,72","29.385,55","-","0,91%"
"01.12.2008","31.014,89","32.868,67","32.868,67","30.872,85","-","-6,04%"
"28.11.2008","33.009,54","32.794,64","33.205,99","32.014,72","-","1,05%"
"27.11.2008","32.667,86","31.876,86","32.939,49","31.838,39","-","4,32%"
"26.11.2008","31.314,80","31.045,67","31.338,34","30.439,57","-","0,13%"
"25.11.2008","31.275,62","31.272,07","31.688,51","30.462,15","-","0,56%"
"24.11.2008","31.101,78","28.937,88","31.288,47","28.891,55","-","10,81%"
"21.11.2008","28.068,23","27.870,63","28.505,43","27.094,63","-","3,72%"
"20.11.2008","27.062,22","27.095,21","27.185,07","26.466,76","-","-2,72%"
"19.11.2008","27.819,19","30.010,13","30.010,13","27.643,63","-","-7,28%"
"18.11.2008","30.003,50","30.123,46","30.402,30","29.174,82","-","-1,71%"
"17.11.2008","30.525,75","32.189,78","32.418,92","30.307,79","-","-5,79%"
"14.11.2008","32.402,89","32.537,14","32.864,66","32.068,58","-","1,43%"
"13.11.2008","31.945,24","30.939,36","32.245,16","30.939,36","-","-0,68%"
"12.11.2008","32.163,00","33.359,44","33.359,44","31.684,80","-","-2,81%"
"11.11.2008","33.094,61","33.580,44","33.580,44","32.908,81","-","-3,50%"
"10.11.2008","34.293,72","34.672,74","35.501,82","34.293,72","-","0,82%"
"07.11.2008","34.013,69","34.888,37","35.323,91","33.855,78","-","-3,05%"
"06.11.2008","35.083,70","34.718,15","35.512,76","34.257,33","-","-1,48%"
"05.11.2008","35.612,33","37.596,73","37.596,73","35.612,33","-","-5,36%"
"04.11.2008","37.630,81","35.804,05","37.681,05","35.124,61","-","5,41%"
"03.11.2008","35.698,82","36.137,20","36.648,69","35.439,51","-","-0,14%"
"31.10.2008","35.748,36","33.801,42","35.764,54","33.286,39","-","5,57%"
"30.10.2008","33.862,14","33.716,80","34.467,20","33.446,20","-","8,46%"
"28.10.2008","31.221,19","30.945,91","31.485,06","30.841,76","-","2,62%"
"27.10.2008","30.422,92","29.265,89","30.544,64","29.100,93","-","1,27%"
"24.10.2008","30.040,48","29.736,56","30.457,40","29.248,34","-","-3,64%"
"23.10.2008","31.176,74","31.850,67","32.526,60","29.759,24","-","-2,27%"
"22.10.2008","31.902,24","32.411,28","33.185,80","31.804,74","-","-4,62%"
"21.10.2008","33.448,22","33.837,88","35.215,94","33.358,24","-","-0,18%"
"20.10.2008","33.509,84","33.108,96","33.560,92","32.290,78","-","3,63%"
"17.10.2008","32.334,80","35.618,61","35.618,61","32.315,00","-","-7,48%"
"16.10.2008","34.949,20","34.930,90","35.944,05","34.273,72","-","-6,98%"
"15.10.2008","37.572,74","38.834,05","38.911,19","37.253,58","-","-3,51%"
"14.10.2008","38.940,34","39.495,12","39.495,12","38.456,57","-","5,51%"
"13.10.2008","36.905,68","38.362,86","38.548,39","36.772,97","-","1,63%"
"10.10.2008","36.314,77","35.863,70","36.927,68","35.759,73","-","-6,98%"
"09.10.2008","39.040,96","39.347,51","40.028,86","38.654,96","-","0,27%"
"08.10.2008","38.935,23","36.532,92","39.864,24","36.195,24","-","-1,43%"
"07.10.2008","39.498,61","40.180,11","40.643,51","38.894,58","-","0,26%"
"06.10.2008","39.395,66","41.361,75","41.361,75","39.320,30","-","-9,28%"
"03.10.2008","43.425,81","42.748,74","43.425,81","42.143,94","-","-4,50%"
"29.09.2008","45.472,98","45.706,25","46.171,00","44.861,76","-","-1,61%"
"26.09.2008","46.216,59","44.809,86","46.216,59","44.589,08","-","0,79%"
"25.09.2008","45.855,59","43.832,98","45.904,39","43.730,64","-","4,44%"
"24.09.2008","43.906,37","44.070,10","44.716,58","43.205,65","-","-0,37%"
"23.09.2008","44.069,15","43.868,45","44.434,79","43.183,87","-","-1,99%"
"22.09.2008","44.962,46","45.455,78","45.676,33","44.243,34","-","-0,97%"
"19.09.2008","45.402,53","42.836,66","46.201,91","42.520,85","-","13,57%"
"18.09.2008","39.977,35","39.585,54","40.895,36","38.338,61","-","-1,34%"
"17.09.2008","40.521,76","43.028,57","43.484,74","39.628,71","-","-3,42%"
"16.09.2008","41.956,70","42.678,08","43.164,60","41.426,20","-","-3,56%"
"15.09.2008","43.503,46","44.701,04","44.701,04","42.868,49","-","-5,11%"
"12.09.2008","45.846,63","47.202,23","47.302,93","45.571,56","-","-0,91%"
"11.09.2008","46.269,96","48.419,89","48.511,59","45.988,17","-","-5,16%"
"10.09.2008","48.787,17","49.599,53","49.862,31","48.565,55","-","-2,55%"
"09.09.2008","50.062,05","50.291,28","51.090,29","49.623,90","-","-0,97%"
"08.09.2008","50.551,04","50.190,62","50.874,75","49.998,41","-","4,07%"
"05.09.2008","48.574,84","47.809,01","48.574,84","47.666,49","-","-1,13%"
"04.09.2008","49.131,07","50.178,10","50.239,48","48.895,27","-","-2,13%"
"03.09.2008","50.202,82","49.438,62","50.249,62","49.271,65","-","-0,12%"
"02.09.2008","50.263,24","48.484,18","50.369,21","48.170,02","-","3,04%"
"01.09.2008","48.780,47","48.570,96","48.872,94","48.087,70","-","-0,97%"
"29.08.2008","49.256,33","50.128,39","50.204,27","48.981,93","-","-0,93%"
"28.08.2008","49.720,27","49.180,30","49.720,27","48.701,85","-","1,29%"
"27.08.2008","49.085,93","49.508,78","49.901,75","48.790,11","-","-0,71%"
"26.08.2008","49.437,21","49.598,97","50.219,49","49.159,03","-","-1,64%"
"25.08.2008","50.263,76","50.716,75","51.073,35","50.017,96","-","-0,49%"
"22.08.2008","50.513,42","49.005,42","50.741,17","48.930,96","-","3,33%"
"21.08.2008","48.884,15","48.932,52","49.425,75","48.286,95","-","-0,60%"
"20.08.2008","49.178,40","50.197,12","50.359,93","48.840,07","-","-1,77%"
"19.08.2008","50.064,67","51.390,41","51.471,51","49.927,63","-","-3,59%"
"18.08.2008","51.928,61","52.179,64","52.505,64","51.738,59","-","-0,69%"
"15.08.2008","52.290,05","52.223,08","52.602,49","51.770,59","-","1,36%"
"14.08.2008","51.586,77","51.000,51","51.919,51","51.000,51","-","1,30%"
"13.08.2008","50.926,39","50.812,38","51.154,37","50.549,86","-","-0,48%"
"12.08.2008","51.172,46","51.318,51","51.838,76","50.883,66","-","-0,58%"
"11.08.2008","51.472,98","50.786,82","51.472,98","50.341,62","-","2,40%"
"08.08.2008","50.265,42","51.081,28","51.482,37","50.133,68","-","-1,96%"
"07.08.2008","51.270,42","51.847,91","52.117,86","50.883,41","-","-1,26%"
"06.08.2008","51.922,08","53.166,25","53.477,88","51.718,33","-","-0,72%"
"05.08.2008","52.297,33","53.614,37","53.674,71","52.089,88","-","-2,27%"
"04.08.2008","53.513,90","53.181,68","54.148,53","52.964,50","-","0,14%"
"01.08.2008","53.436,85","52.382,90","53.436,85","51.718,93","-","1,19%"
"31.07.2008","52.809,33","54.434,67","54.564,50","51.553,92","-","1,79%"
"30.07.2008","51.879,42","50.041,95","52.045,27","50.041,95","-","6,88%"
"29.07.2008","48.537,69","46.211,25","48.551,52","46.075,76","-","3,29%"
"28.07.2008","46.990,27","46.135,31","47.121,57","45.439,88","-","1,91%"
"25.07.2008","46.110,06","47.294,22","47.595,13","45.529,89","-","-4,00%"
"24.07.2008","48.030,06","47.749,74","48.167,14","47.254,29","-","1,15%"
"23.07.2008","47.484,64","46.840,13","47.660,66","46.840,13","-","2,98%"
"22.07.2008","46.108,76","47.243,54","47.383,89","45.988,00","-","-3,18%"
"21.07.2008","47.624,17","46.898,05","48.023,94","46.849,52","-","2,21%"
"18.07.2008","46.594,88","45.945,46","47.742,82","45.807,65","-","0,98%"
"17.07.2008","46.141,08","45.102,42","46.613,85","45.053,66","-","4,45%"
"16.07.2008","44.173,63","43.161,44","44.173,63","42.686,43","-","3,41%"
"15.07.2008","42.715,19","42.897,97","43.026,55","42.318,22","-","-1,58%"
"14.07.2008","43.402,53","42.682,62","43.909,14","42.682,62","-","2,32%"
"11.07.2008","42.418,64","43.323,76","43.395,23","41.720,61","-","-1,42%"
"10.07.2008","43.030,98","42.518,08","43.729,11","42.445,76","-","-0,16%"
"09.07.2008","43.098,27","42.541,78","43.619,42","42.541,78","-","2,35%"
"08.07.2008","42.110,33","41.575,07","42.254,76","41.230,04","-","-0,69%"
"07.07.2008","42.403,03","41.795,59","42.526,62","41.795,59","-","2,35%"
"04.07.2008","41.428,19","41.240,12","41.845,08","41.172,70","-","1,17%"
"03.07.2008","40.947,08","39.585,54","41.693,62","39.119,81","-","1,41%"
"02.07.2008","40.376,07","39.955,07","40.698,88","39.085,07","-","1,65%"
"01.07.2008","39.722,08","41.949,26","42.109,20","39.403,72","-","-5,92%"
"30.06.2008","42.223,60","43.454,61","43.979,09","41.934,50","-","-2,58%"
"27.06.2008","43.343,47","43.934,48","44.271,90","42.983,33","-","-2,28%"
"26.06.2008","44.356,98","45.466,18","45.592,36","44.245,46","-","-2,79%"
"25.06.2008","45.631,24","45.396,55","45.663,30","45.114,91","-","0,92%"
"24.06.2008","45.216,97","45.750,91","45.889,97","44.629,65","-","-1,14%"
"23.06.2008","45.739,02","46.017,59","46.227,17","45.268,72","-","-0,58%"
"20.06.2008","46.004,40","46.321,16","46.788,13","45.902,33","-","-0,22%"
"19.06.2008","46.104,30","45.898,94","46.502,61","45.703,18","-","-0,39%"
"18.06.2008","46.286,77","47.068,84","47.151,17","46.166,20","-","-1,73%"
"17.06.2008","47.100,26","46.880,83","47.588,39","46.496,25","-","0,81%"
"16.06.2008","46.720,70","46.904,48","47.267,55","46.284,32","-","0,62%"
"13.06.2008","46.433,94","46.659,24","47.137,31","46.064,01","-","-0,99%"
"12.06.2008","46.899,33","46.399,32","47.153,67","45.992,91","-","1,10%"
"11.06.2008","46.390,67","47.298,34","47.497,09","46.253,94","-","-1,24%"
"10.06.2008","46.973,10","47.082,82","47.552,71","46.124,65","-","-1,22%"
"09.06.2008","47.552,71","47.393,17","48.122,65","47.190,95","-","-1,18%"
"06.06.2008","48.122,65","48.461,98","49.258,62","47.983,26","-","-1,89%"
"05.06.2008","49.050,90","48.445,80","49.606,99","48.285,77","-","1,58%"
"04.06.2008","48.285,77","48.833,62","49.284,42","48.154,42","-","-1,89%"
"03.06.2008","49.217,54","48.241,89","49.575,10","48.121,26","-","0,88%"
"02.06.2008","48.788,50","48.426,68","49.138,73","47.933,90","-","0,56%"
"30.05.2008","48.516,72","47.757,10","49.054,64","47.413,90","-","2,33%"
"29.05.2008","47.413,90","48.082,69","48.275,30","47.238,62","-","-0,89%"
"28.05.2008","47.841,77","48.785,72","49.031,76","47.681,48","-","-2,33%"
"27.05.2008","48.982,27","48.383,66","49.082,10","47.956,74","-","2,14%"
"26.05.2008","47.956,74","48.384,44","48.764,60","47.437,31","-","-1,66%"
"23.05.2008","48.764,60","49.832,56","49.934,30","48.438,43","-","-2,31%"
"22.05.2008","49.916,18","49.834,82","50.360,98","49.671,36","-","-0,88%"
"21.05.2008","50.360,98","50.709,56","51.231,87","49.818,09","-","-0,75%"
"20.05.2008","50.741,47","52.260,28","52.512,81","50.734,19","-","-3,27%"
"16.05.2008","52.455,19","52.907,78","53.062,75","52.224,49","-","-0,27%"
"15.05.2008","52.599,04","52.323,68","52.674,09","51.689,58","-","0,39%"
"14.05.2008","52.392,56","51.648,51","52.548,37","51.358,20","-","1,90%"
"13.05.2008","51.416,28","51.660,67","51.830,60","50.860,85","-","0,39%"
"12.05.2008","51.216,95","51.760,23","52.258,56","50.982,68","-","-1,12%"
"09.05.2008","51.794,83","51.615,56","52.071,76","50.875,70","-","-0,53%"
"08.05.2008","52.071,76","52.941,44","53.602,45","51.658,59","-","-2,86%"
"07.05.2008","53.602,45","53.529,61","53.693,35","52.808,85","-","0,91%"
"06.05.2008","53.120,53","54.160,47","54.266,41","52.843,39","-","-1,61%"
"05.05.2008","53.991,37","53.788,88","54.289,86","53.609,33","-","-0,14%"
"02.05.2008","54.068,24","53.908,36","54.126,57","52.941,58","-","1,81%"
"01.05.2008","53.107,28","53.723,85","54.351,16","52.837,64","-","-2,29%"
"30.04.2008","54.351,16","53.733,57","54.793,95","52.836,37","-","0,92%"
"29.04.2008","53.853,42","54.484,17","54.617,27","53.613,81","-","-1,40%"
"28.04.2008","54.617,27","54.945,81","55.198,73","54.391,44","-","-0,04%"
"25.04.2008","54.636,60","54.457,04","55.081,82","54.036,33","-","1,11%"
"24.04.2008","54.036,33","53.302,51","54.506,86","52.878,46","-","0,85%"
"22.04.2008","53.580,19","53.614,89","54.204,31","53.345,90","-","-0,81%"
"21.04.2008","54.016,23","53.882,99","54.016,23","52.962,05","-","0,95%"
"18.04.2008","53.507,50","51.818,29","53.535,55","51.726,93","-","2,97%"
"17.04.2008","51.962,53","52.343,41","52.453,48","51.571,12","-","0,02%"
"16.04.2008","51.952,24","52.573,78","52.646,81","51.576,40","-","-0,39%"
"15.04.2008","52.153,95","52.601,39","52.757,63","51.641,54","-","-0,46%"
"14.04.2008","52.393,61","51.640,00","52.633,78","51.389,98","-","-0,46%"
"11.04.2008","52.633,78","53.698,67","54.293,04","52.288,73","-","-0,34%"
"10.04.2008","52.810,80","53.680,74","54.382,99","52.712,05","-","-2,18%"
"09.04.2008","53.988,32","52.750,07","54.362,70","52.648,19","-","2,05%"
"08.04.2008","52.902,26","52.540,97","53.530,00","52.384,22","-","-0,43%"
"07.04.2008","53.131,74","52.711,90","53.383,97","51.847,94","-","2,48%"
"04.04.2008","51.847,94","50.401,97","51.847,94","50.052,11","-","3,59%"
"03.04.2008","50.052,11","51.645,01","52.265,64","49.932,11","-","-2,18%"
"02.04.2008","51.166,40","51.413,54","52.382,35","50.728,52","-","0,86%"
"01.04.2008","50.728,52","48.193,87","50.805,72","47.744,55","-","4,56%"
"31.03.2008","48.513,94","48.736,03","49.191,72","47.571,58","-","-1,38%"
"28.03.2008","49.191,72","50.856,74","51.171,18","49.133,26","-","-2,96%"
"27.03.2008","50.693,99","50.757,00","51.950,58","50.580,67","-","-0,05%"
"26.03.2008","50.716,93","50.702,62","51.492,42","50.247,58","-","-0,75%"
"25.03.2008","51.098,68","51.699,92","51.843,09","50.714,61","-","-0,23%"
"24.03.2008","51.214,70","49.353,79","51.216,59","49.085,16","-","4,04%"
"21.03.2008","49.227,10","50.123,32","50.251,40","48.978,34","-","-0,52%"
"20.03.2008","49.484,68","49.866,91","50.109,75","49.013,18","-","-2,84%"
"19.03.2008","50.931,56","51.675,95","51.883,15","50.515,06","-","0,24%"
"18.03.2008","50.808,17","49.979,65","51.059,23","48.888,94","-","3,46%"
"17.03.2008","49.107,68","49.290,49","53.040,00","47.933,07","-","-7,41%"
"14.03.2008","53.040,00","53.518,31","54.874,54","52.309,74","-","0,43%"
"13.03.2008","52.814,88","53.614,56","55.190,00","52.492,80","-","-4,30%"
"12.03.2008","55.190,00","54.784,38","55.711,10","53.884,72","-","2,42%"
"11.03.2008","53.884,72","51.462,96","53.996,22","51.068,96","-","5,03%"
"10.03.2008","51.305,82","50.927,05","51.623,43","50.635,83","-","-0,26%"
"07.03.2008","51.436,99","51.525,90","52.642,45","50.521,84","-","-2,29%"
"06.03.2008","52.642,45","54.251,19","54.276,36","52.395,49","-","-2,35%"
"05.03.2008","53.907,58","53.578,95","53.948,40","52.790,93","-","1,64%"
"04.03.2008","53.039,57","54.032,86","54.364,50","52.777,13","-","-1,22%"
"03.03.2008","53.693,59","54.051,72","55.489,04","53.014,81","-","-3,24%"
"29.02.2008","55.489,04","56.466,18","57.156,64","55.162,81","-","-2,70%"
